1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL		
11582	PSITTACIFORMES	Psittacidae	Psittacara wagleri wagleri	"(Gray, GR)"	1845	Gen. Birds 2: pl. CII	https://biodiversitylibrary.org/page/43661608		
11583	PSITTACIFORMES	Psittacidae	Psittacara wagleri transilis	"(Peters, JL)"	1927	Proc. New Engl. Zool. Cl. 9: 111			
11584	PSITTACIFORMES	Psittacidae	Psittacara frontatus	(Cabanis)	1846	Proc. Acad. Nat. Sci. Philadelphia 85: 3			
11585	PSITTACIFORMES	Psittacidae	Psittacara frontatus frontatus	(Cabanis)	1846	Proc. Acad. Nat. Sci. Philadelphia 85: 3			
11586	PSITTACIFORMES	Psittacidae	Psittacara frontatus minor	(Carriker)	1933	Ann. Mag. Nat. Hist. (Ser. 3) 4: 224	https://biodiversitylibrary.org/page/18638139		
11587	PSITTACIFORMES	Psittacidae	Psittacara mitratus	(Tschudi)	1844	J. für Orn. 147: 74			
11588	PSITTACIFORMES	Psittacidae	Psittacara mitratus mitratus	(Tschudi)	1844	J. für Orn. 147: 74			
11589	PSITTACIFORMES	Psittacidae	Psittacara mitratus chlorogenys	(Arndt)	2006	Arch. Naturgesch. 10: 304	https://biodiversitylibrary.org/page/13704207		
11590	PSITTACIFORMES	Psittacidae	Psittacara mitratus tucumanus	(Arndt)	2006				
11591	PSITTACIFORMES	Psittacidae	Psittacara erythrogenys	"Lesson, R"	1844	Echo Monde Sav. - 2 11 no. 34 col. 486	https://biodiversitylibrary.org/page/47083080		
11592	PSITTACIFORMES	Psittacidae	Psittacara finschi	(Salvin)	1871	Ibis (Ser. 3) 1: 91 pl. 4	https://biodiversitylibrary.org/page/8587587		
11593	PSITTACIFORMES	Psittacidae	Psittacara leucophthalmus	"(Müller, PLS)"	1776	Notulae Naturae163: 2			
11594	PSITTACIFORMES	Psittacidae	Psittacara leucophthalmus leucophthalmus	"(Müller, PLS)"	1776	Notulae Naturae163: 2			
11595	PSITTACIFORMES	Psittacidae	Psittacara leucophthalmus callogenys	(Salvadori)	1891	"Cat. Birds Brit. Mus. 20: 171, 188"	https://biodiversitylibrary.org/page/8382476		
11596	PSITTACIFORMES	Psittacidae	Psittacara leucophthalmus nicefori	(Meyer de Schauensee)	1946	Not. Nat. no. 163 p. 2			
11597	PSITTACIFORMES	Psittacidae	Psittacara euops	(Wagler)	1832	Abh. K. Bay. Akad. Wiss. 1: 638 pl. 24 fig. 2	https://biodiversitylibrary.org/page/11355898		
11598	PSITTACIFORMES	Psittacidae	Psittacara chloropterus	Souancé	1856	Rev. Mag. Zool. (2) 8: 59	https://www.biodiversitylibrary.org/page/2303189		
11599	PSITTACIFORMES	Psittacidae	Psittacara maugei	Souancé	1856	Rev. Mag. Zool. (2) 8: 59	https://www.biodiversitylibrary.org/page/2303189		
11600	PSITTACIFORMES	Psittaculidae	Psittrichas	"Lesson, R"	1831	Bull. Sci. Nat. Geol. 25: 241 (= 341)			
11601	PSITTACIFORMES	Psittaculidae	Psittrichas fulgidus	"(Lesson, R)"	1830	Traite d'Orn. livr. 1: 181			
11602	PSITTACIFORMES	Psittaculidae	Mascarinus	"Lesson, R"	1830				
11603	PSITTACIFORMES	Psittaculidae	Mascarinus mascarinus  qq 	(Linnaeus)	1771	Mantissa Plant. p. 524			
11604	PSITTACIFORMES	Psittaculidae	Coracopsis	Wagler	1832				
11605	PSITTACIFORMES	Psittaculidae	Coracopsis vasa	(Shaw)	1812	Gen. Zool. 8 (2): 528	https://biodiversitylibrary.org/page/46395436		
11606	PSITTACIFORMES	Psittaculidae	Coracopsis vasa vasa	(Shaw)	1812	Gen. Zool. 8 (2): 528	https://biodiversitylibrary.org/page/46395436		
11607	PSITTACIFORMES	Psittaculidae	Coracopsis vasa comorensis	"(Peters, W)"	1854	Ber. K. Preuss. Akad. Wiss. Berlin: 371	https://biodiversitylibrary.org/page/11068271		
11608	PSITTACIFORMES	Psittaculidae	Coracopsis vasa drouhardi	Lavauden	1929	Alauda 1: 231	http://bibliotheques.mnhn.fr/EXPLOITATION/infodoc/digitalCollections/viewerpopup.aspx?seid=MNHN_ALAUD_1929_T001_N004		
11609	PSITTACIFORMES	Psittaculidae	Coracopsis nigra	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 99	https://biodiversitylibrary.org/page/727006		
11610	PSITTACIFORMES	Psittaculidae	Coracopsis nigra nigra	(Linnaeus)	1758	Syst. Nat. (ed. 10) 1: 99	https://biodiversitylibrary.org/page/727006		
11611	PSITTACIFORMES	Psittaculidae	Coracopsis nigra sibilans	Milne-Edwards & Oustalet	1885	Compt. Rend. 101: 220	https://biodiversitylibrary.org/page/3694162		
11612	PSITTACIFORMES	Psittaculidae	Coracopsis nigra libs	Bangs	1927	Proc. New Engl. Zool. Cl. 9: 83			
11613	PSITTACIFORMES	Psittaculidae	Coracopsis barklyi	"Newton, E"	1867	"Ibis (Ser. 2)  3: 341, note"	https://biodiversitylibrary.org/page/8455625		
11614	PSITTACIFORMES	Psittaculidae	Micropsitta	"Lesson, R"	1831				
11615	PSITTACIFORMES	Psittaculidae	Micropsitta keiensis	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 7: 984	https://biodiversitylibrary.org/page/34621433		
11616	PSITTACIFORMES	Psittaculidae	Micropsitta keiensis keiensis	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 7: 984	https://biodiversitylibrary.org/page/34621433		
11617	PSITTACIFORMES	Psittaculidae	Micropsitta keiensis chloroxantha	Oberholser	1917	Proc. Biol. Soc. Wash. 30: 126	https://biodiversitylibrary.org/page/3334939		
11618	PSITTACIFORMES	Psittaculidae	Micropsitta geelvinkiana	(Schlegel)	1871	Nederl. Tijdschr. Dierk. 4: 7	https://biodiversitylibrary.org/page/49085620		
11619	PSITTACIFORMES	Psittaculidae	Micropsitta geelvinkiana geelvinkiana	(Schlegel)	1871	Nederl. Tijdschr. Dierk. 4: 7	https://biodiversitylibrary.org/page/49085620		
11620	PSITTACIFORMES	Psittaculidae	Micropsitta geelvinkiana misoriensis	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 7: 909	https://biodiversitylibrary.org/page/34621358		
11621	PSITTACIFORMES	Psittaculidae	Micropsitta pusio	"(Sclater, PL)"	1866	Proc. Zool. Soc. London (1865): 620 pl. 35	https://biodiversitylibrary.org/page/28497605		
11622	PSITTACIFORMES	Psittaculidae	Micropsitta pusio pusio	"(Sclater, PL)"	1866	Proc. Zool. Soc. London (1865): 620 pl. 35	https://biodiversitylibrary.org/page/28497605		
11623	PSITTACIFORMES	Psittaculidae	Micropsitta pusio beccarii	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 8: 396	https://biodiversitylibrary.org/page/7916156		
11624	PSITTACIFORMES	Psittaculidae	Micropsitta pusio stresemanni	"Hartert, E"	1926	Novit. Zool. 33: 130	https://biodiversitylibrary.org/page/3249780		
11625	PSITTACIFORMES	Psittaculidae	Micropsitta pusio harterti	Mayr	1940	Am. Mus. Novit. 1091: 2	http://hdl.handle.net/2246/3778		
11626	PSITTACIFORMES	Psittaculidae	Micropsitta meeki	"Rothschild & Hartert, E"	1914	Bull. B.O.C. 33: 107	https://biodiversitylibrary.org/page/32475897		
11627	PSITTACIFORMES	Psittaculidae	Micropsitta meeki meeki	"Rothschild & Hartert, E"	1914	Bull. B.O.C. 33: 107	https://biodiversitylibrary.org/page/32475897		
11628	PSITTACIFORMES	Psittaculidae	Micropsitta meeki proxima	"Rothschild & Hartert, E"	1924	Bull. B.O.C. 44: 50	https://biodiversitylibrary.org/page/40499285		
11629	PSITTACIFORMES	Psittaculidae	Micropsitta finschii	"(Ramsay, EP)"	1881	Proc. Linn. Soc. NSW 6: 180	https://biodiversitylibrary.org/page/3343934		
11630	PSITTACIFORMES	Psittaculidae	Micropsitta finschii finschii	"(Ramsay, EP)"	1881	Proc. Linn. Soc. NSW 6: 180	https://biodiversitylibrary.org/page/3343934		
11631	PSITTACIFORMES	Psittaculidae	Micropsitta finschii aolae	(Ogilvie-Grant)	1888	Proc. Zool. Soc. London (1888): 189	https://biodiversitylibrary.org/page/31825656		
11632	PSITTACIFORMES	Psittaculidae	Micropsitta finschii nanina	(Tristram)	1891	Ibis (Ser. 6) 3: 608	https://biodiversitylibrary.org/page/16276074		
11633	PSITTACIFORMES	Psittaculidae	Micropsitta finschii viridifrons	"(Rothschild & Hartert, E)"	1899	Orn. Monatsb. 7: 138	https://biodiversitylibrary.org/page/32584555		
11634	PSITTACIFORMES	Psittaculidae	Micropsitta finschii tristrami	"(Rothschild & Hartert, E)"	1902	Novit. Zool. 9: 589	https://biodiversitylibrary.org/page/3268511		
11635	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii	(Salvadori)	1875	"Ann. Mus. Civ. Stor. Nat. Genova 7: 715, note,: 753, 907 pl. 21"	https://biodiversitylibrary.org/page/34621164		
11636	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii bruijnii	(Salvadori)	1875	"Ann. Mus. Civ. Stor. Nat. Genova 7: 715, note,: 753, 907 pl. 21"	https://biodiversitylibrary.org/page/34621164		
11637	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii necopinata	"Hartert, E"	1925	Novit. Zool. 32: 124	https://biodiversitylibrary.org/page/3243586		
11638	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii pileata	Mayr	1940	Am. Mus. Novit. 1091: 2	http://hdl.handle.net/2246/3778		
11639	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii rosea	Mayr	1940	Am. Mus. Novit. 1091: 2	http://hdl.handle.net/2246/3778		
11640	PSITTACIFORMES	Psittaculidae	Micropsitta bruijnii buruensis	Arndt	1999	Lexikon Papageien Suppl. 1 no. 82			
11641	PSITTACIFORMES	Psittaculidae	Polytelis	Wagler	1832				
11642	PSITTACIFORMES	Psittaculidae	Polytelis swainsonii	(Desmarest)	1826	Dict. Sci. Nat. 39: 39	https://biodiversitylibrary.org/page/25305272		
11643	PSITTACIFORMES	Psittaculidae	Polytelis anthopeplus	(Lear)	1831	Ill. Psittac. pt 8 pl. 29	https://biodiversitylibrary.org/page/40634413		
11644	PSITTACIFORMES	Psittaculidae	Polytelis anthopeplus anthopeplus	(Lear)	1831	Ill. Psittac. pt 8 pl. 29	https://biodiversitylibrary.org/page/40634413		
11645	PSITTACIFORMES	Psittaculidae	Polytelis anthopeplus monarchoides	Schodde	1993	Bull. B.O.C. 113: 46	https://biodiversitylibrary.org/page/40028151		
11646	PSITTACIFORMES	Psittaculidae	Polytelis alexandrae	Gould	1863	Proc. Zool. Soc. London (1863): 232	https://biodiversitylibrary.org/page/30681570		
11647	PSITTACIFORMES	Psittaculidae	Alisterus	Mathews	1911				
11648	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 141	https://biodiversitylibrary.org/page/445266		
11649	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis amboinensis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 141	https://biodiversitylibrary.org/page/445266		
11650	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis dorsalis	(Quoy & Gaimard)	1832	Voy. Astrolabe Zool. 1: 234 Atlas Ois. pl. 21 fig. 3 3			
11651	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis hypophonius	"(Müller, S)"	1843	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 6: 181, note"	https://biodiversitylibrary.org/page/56902019		
11652	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis buruensis	(Salvadori)	1876	Ann. Mus. Civ. Stor. Nat. Genova 8: 371	https://biodiversitylibrary.org/page/7916131		
11653	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis sulaensis	(Reichenow)	1881	J. für Orn. (Ser. 4) 29: 128	https://biodiversitylibrary.org/page/32881213		
11654	PSITTACIFORMES	Psittaculidae	Alisterus amboinensis versicolor	Neumann	1939	Bull. B.O.C. 59: 106	https://biodiversitylibrary.org/page/40513566		
11655	PSITTACIFORMES	Psittaculidae	Alisterus chloropterus	"(Ramsay, EP)"	1879	Proc. Linn. Soc. NSW 3: 251	https://biodiversitylibrary.org/page/6456630		
11656	PSITTACIFORMES	Psittaculidae	Alisterus chloropterus callopterus	(D'Albertis & Salvadori)	1879	Ann. Mus. Civ. Stor. Nat. Genova 14: 29	https://biodiversitylibrary.org/page/9186278		
11657	PSITTACIFORMES	Psittaculidae	Alisterus chloropterus chloropterus	"(Ramsay, EP)"	1879	Proc. Linn. Soc. NSW 3: 251	https://biodiversitylibrary.org/page/6456630		
11658	PSITTACIFORMES	Psittaculidae	Alisterus chloropterus moszkowskii	(Reichenow)	1911	Orn. Monatsb. 19: 82	https://biodiversitylibrary.org/page/32971144		
11659	PSITTACIFORMES	Psittaculidae	Alisterus scapularis	"(Lichtenstein, MHK)"	1816	Zool. Mus. Univ. Berlin: 29			
11660	PSITTACIFORMES	Psittaculidae	Alisterus scapularis scapularis	"(Lichtenstein, MHK)"	1816	Zool. Mus. Univ. Berlin: 29			
11661	PSITTACIFORMES	Psittaculidae	Alisterus scapularis minor	Mathews	1911	Novit. Zool. 18: 23	https://biodiversitylibrary.org/page/3109639		
11662	PSITTACIFORMES	Psittaculidae	Aprosmictus	Gould	1842				
11663	PSITTACIFORMES	Psittaculidae	Aprosmictus jonquillaceus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 352	https://biodiversitylibrary.org/page/18044120		
11664	PSITTACIFORMES	Psittaculidae	Aprosmictus jonquillaceus jonquillaceus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 352	https://biodiversitylibrary.org/page/18044120		
11665	PSITTACIFORMES	Psittaculidae	Aprosmictus jonquillaceus wetterensis	(Salvadori)	1891	"Cat. Birds Brit. Mus. 20: 481, 484"	https://biodiversitylibrary.org/page/8382786		
11666	PSITTACIFORMES	Psittaculidae	Aprosmictus erythropterus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 343	https://biodiversitylibrary.org/page/2896943		
11667	PSITTACIFORMES	Psittaculidae	Aprosmictus erythropterus erythropterus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 343	https://biodiversitylibrary.org/page/2896943		
11668	PSITTACIFORMES	Psittaculidae	Aprosmictus erythropterus coccineopterus	(Gould)	1865	Handb. Birds Austr. 2: 39	https://biodiversitylibrary.org/page/13966041		
11669	PSITTACIFORMES	Psittaculidae	Prioniturus	Wagler	1832				
11670	PSITTACIFORMES	Psittaculidae	Prioniturus mada	"Hartert, E"	1900	Novit. Zool. 7: 230	https://biodiversitylibrary.org/page/3266767		
11671	PSITTACIFORMES	Psittaculidae	Prioniturus platurus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 314	https://biodiversitylibrary.org/page/18044080		
11672	PSITTACIFORMES	Psittaculidae	Prioniturus platurus platurus	(Vieillot)	1818	Nouv. Dict. d'Hist. Nat. 25: 314	https://biodiversitylibrary.org/page/18044080		
11673	PSITTACIFORMES	Psittaculidae	Prioniturus platurus talautensis	"Hartert, E"	1898	Novit. Zool. 5: 89	https://biodiversitylibrary.org/page/3220052		
11674	PSITTACIFORMES	Psittaculidae	Prioniturus platurus sinerubris	Forshaw	1971	Bull. B.O.C. 91: 163	https://biodiversitylibrary.org/page/40823732		
11675	PSITTACIFORMES	Psittaculidae	Prioniturus waterstradti	Rothschild	1904	Bull. B.O.C. 14: 71	https://biodiversitylibrary.org/page/37116869		
11676	PSITTACIFORMES	Psittaculidae	Prioniturus waterstradti waterstradti	Rothschild	1904	Bull. B.O.C. 14: 71	https://biodiversitylibrary.org/page/37116799		
11677	PSITTACIFORMES	Psittaculidae	Prioniturus waterstradti malindangensis	Mearns	1909	Proc. U.S. Natl. Mus. 36: 437	https://biodiversitylibrary.org/page/15714556		
11678	PSITTACIFORMES	Psittaculidae	Prioniturus montanus	Ogilvie-Grant	1895	Bull. B.O.C. 4: 41	https://biodiversitylibrary.org/page/32475382		
11679	PSITTACIFORMES	Psittaculidae	Prioniturus platenae	"Blasius, W"	1888	Braunschw. Anz.: 335			
11680	PSITTACIFORMES	Psittaculidae	Prioniturus mindorensis	Steere	1890				
11681	PSITTACIFORMES	Psittaculidae	Prioniturus verticalis	Sharpe	1893	Bull. B.O.C. 3: 10	https://biodiversitylibrary.org/page/32475224		
11682	PSITTACIFORMES	Psittaculidae	Prioniturus flavicans	Cassin	1853	Proc. Acad. Nat. Sci. Philadelphia 6: 373	https://biodiversitylibrary.org/page/1779909		
11683	PSITTACIFORMES	Psittaculidae	Prioniturus luconensis	Steere	1890	List Birds Mamms. Steere Exped. p. 6	https://biodiversitylibrary.org/page/40202757		
11684	PSITTACIFORMES	Psittaculidae	Prioniturus discurus	(Vieillot)	1822	Gal. Ois. 1: 7 pl. 26	https://biodiversitylibrary.org/page/58574338		
11685	PSITTACIFORMES	Psittaculidae	Prioniturus discurus discurus	(Vieillot)	1822	Gal. Ois. 1: 7 pl. 26	https://biodiversitylibrary.org/page/58574338		
11686	PSITTACIFORMES	Psittaculidae	Prioniturus discurus whiteheadi	Salomonsen	1953	Vidensk. Medd. Dansk. Naturhist. For. 115: 224			
11687	PSITTACIFORMES	Psittaculidae	Eclectus	Wagler	1832				
11688	PSITTACIFORMES	Psittaculidae	Eclectus roratus	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 77	https://biodiversitylibrary.org/page/52710030		
11689	PSITTACIFORMES	Psittaculidae	Eclectus roratus roratus	"(Müller, PLS)"	1776	Natursyst. Suppl. 9: 77	https://biodiversitylibrary.org/page/52710030		
11690	PSITTACIFORMES	Psittaculidae	Eclectus roratus polychloros	(Scopoli)	1786	Del. Flor. Faun. Insubr. 2: 87	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427		
11691	PSITTACIFORMES	Psittaculidae	Eclectus roratus cornelia	Bonaparte	1850	"Compt. Rend. 30: 135, 136"	https://biodiversitylibrary.org/page/4618140		
11692	PSITTACIFORMES	Psittaculidae	Eclectus roratus westermani  qq 	(Bonaparte)	1850	Consp. Gen. Av. 1: 4	https://biodiversitylibrary.org/page/43560007		
11693	PSITTACIFORMES	Psittaculidae	Eclectus roratus riedeli	"Meyer, AB"	1882	Proc. Zool. Soc. London (1881): 917	https://biodiversitylibrary.org/page/30760150		
11694	PSITTACIFORMES	Psittaculidae	Eclectus roratus solomonensis	"Rothschild & Hartert, E"	1901	Novit. Zool. 8: 82	https://biodiversitylibrary.org/page/3267801		
11695	PSITTACIFORMES	Psittaculidae	Eclectus roratus macgillivrayi	Mathews	1913	Austral Av. Rec. 2: 75	https://biodiversitylibrary.org/page/34804681		
11696	PSITTACIFORMES	Psittaculidae	Eclectus roratus vosmaeri	(Rothschild)	1922	Ann. Mag. Nat. Hist. (Ser. 9) 9: 412	https://biodiversitylibrary.org/page/15690159		
11697	PSITTACIFORMES	Psittaculidae	Geoffroyus	Bonaparte	1850				
11698	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi	(Bechstein)	1811	Allg. Uebers. Vögel 4 1: 103 pl. 21	https://biodiversitylibrary.org/page/54265832		
11699	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi geoffroyi	(Bechstein)	1811	Allg. Uebers. Vögel 4 1: 103 pl. 21	https://biodiversitylibrary.org/page/54265832		
11700	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi cyanicollis	"(Müller, S)"	1841	"Verh. Nat. Gesch. [Temminck] Land-Volk. no. 4: 108, 182, note"	https://biodiversitylibrary.org/page/56901946		
11701	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi pucherani	Souancé	1856	Rev. Mag. Zool. (Ser. 2) 8: 218	https://biodiversitylibrary.org/page/2303503		
11702	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi aruensis	"(Gray, GR)"	1858	Proc. Zool. Soc. London pt 26: 183	https://biodiversitylibrary.org/page/32271695		
11703	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi rhodops	(Schlegel)	1864	"Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 5 no. 26 Psittaci: 43, 44"			
11704	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi obiensis	(Finsch)	1868	Papageien 2: 389	https://biodiversitylibrary.org/page/33410293		
11705	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi keyensis	Finsch	1868	Papageien 2: 956	https://biodiversitylibrary.org/page/33410860		
11706	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi jobiensis	"(Meyer, AB)"	1874	Sitz. K. Akad. Wiss. Wien 70: 225	https://biodiversitylibrary.org/page/8663422		
11707	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi mysorensis	"(Meyer, AB)"	1874	Sitz. K. Akad. Wiss. Wien 70: 225	https://biodiversitylibrary.org/page/8663422		
11708	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi timorlaoensis	"Meyer, AB"	1884	Sitz. Abh. Naturwiss. Ges. Isis Dresden Heft 1: 15	https://biodiversitylibrary.org/page/53706245		
11709	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi sudestiensis	De Vis	1890	Annual Rep. Brit. New Guinea (1888-1889) App. G: 58	https://www.parliament.vic.gov.au/papers/govpub/VPARL1890No21.pdf		
11710	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi floresianus	Salvadori	1891	"Cat. Birds Brit. Mus. 20: 400, 406"	https://biodiversitylibrary.org/page/8382705		
11711	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi cyanicarpus	"Hartert, E"	1899	Novit. Zool. 6: 81	https://biodiversitylibrary.org/page/3258958		
11712	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi maclennani	"(MacGillivray, WDK)"	1913	Emu 13: 105	https://biodiversitylibrary.org/page/16392318		
11713	PSITTACIFORMES	Psittaculidae	Geoffroyus geoffroyi minor	Neumann	1922	Verh. Orn. Ges. Bayern 15: 235	https://biodiversitylibrary.org/page/32684676		
11714	PSITTACIFORMES	Psittaculidae	Geoffroyus simplex	"(Meyer, AB)"	1874	Verh. k. k. Zool.-Bot. Ges. Wien 24: 39	https://biodiversitylibrary.org/page/30250051		
11715	PSITTACIFORMES	Psittaculidae	Geoffroyus simplex simplex	"(Meyer, AB)"	1874	Verh. k. k. Zool.-Bot. Ges. Wien 24: 39	https://biodiversitylibrary.org/page/30250051		
11716	PSITTACIFORMES	Psittaculidae	Geoffroyus simplex buergersi	Neumann	1922	Verh. Orn. Ges. Bayern 15: 235	https://biodiversitylibrary.org/page/32684676		
11717	PSITTACIFORMES	Psittaculidae	Geoffroyus heteroclitus	(Hombron & Jacquinot)	1841	Ann. Sci. Nat. Zool. (Ser. 2) 16: 319	https://biodiversitylibrary.org/page/35730776		
11718	PSITTACIFORMES	Psittaculidae	Geoffroyus heteroclitus heteroclitus	(Hombron & Jacquinot)	1841	Ann. Sci. Nat. Zool. (Ser. 2) 16: 319	https://biodiversitylibrary.org/page/35730776		
11719	PSITTACIFORMES	Psittaculidae	Geoffroyus heteroclitus hyacinthinus	Mayr	1931	Am. Mus. Novit. 486: 13	http://hdl.handle.net/2246/3832		
11720	PSITTACIFORMES	Psittaculidae	Psittinus	Blyth	1842				
11721	PSITTACIFORMES	Psittaculidae	Psittinus cyanurus	"(Forster, JR)"	1795	Faunula Indica. ed. 2: 6			
11722	PSITTACIFORMES	Psittaculidae	Psittinus cyanurus cyanurus	"(Forster, JR)"	1795	Faunula Indica. ed. 2: 6			
11723	PSITTACIFORMES	Psittaculidae	Psittinus cyanurus abbotti	Richmond	1902	Proc. Biol. Soc. Wash. 15: 188	https://biodiversitylibrary.org/page/2365083		
11724	PSITTACIFORMES	Psittaculidae	Psittinus cyanurus pontius	Oberholser	1912	Smiths. Misc. Coll. 60 (7): 5	https://biodiversitylibrary.org/page/8910435		
11725	PSITTACIFORMES	Psittaculidae	Tanygnathus	Wagler	1832				
11726	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos	(Boddaert)	1783	Table Planches Enlum.: 45	https://biodiversitylibrary.org/page/27822665		
11727	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos megalorynchos	(Boddaert)	1783	Table Planches Enlum.: 45	https://biodiversitylibrary.org/page/27822665		
11728	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos affinis	Wallace	1863	Proc. Zool. Soc. London (1863): 20	https://biodiversitylibrary.org/page/30681276		
11729	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos sumbensis	"Meyer, AB"	1881	Verh. k. k. Zool.-Bot. Ges. Wien 31: 762	https://biodiversitylibrary.org/page/13467234		
11730	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos subaffinis	"Sclater, PL"	1883	Proc. Zool. Soc. London (1883): 53	https://biodiversitylibrary.org/page/28679827		
11731	PSITTACIFORMES	Psittaculidae	Tanygnathus megalorynchos hellmayri	Mayr	1944	"Bull. Am. Mus. Nat. Hist. 83: 134, 149"	http://hdl.handle.net/2246/951		
11732	PSITTACIFORMES	Psittaculidae	Tanygnathus lucionensis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 146	https://biodiversitylibrary.org/page/445271		
11733	PSITTACIFORMES	Psittaculidae	Tanygnathus lucionensis lucionensis	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 146	https://biodiversitylibrary.org/page/445271		
11734	PSITTACIFORMES	Psittaculidae	Tanygnathus lucionensis talautensis	"Meyer, AB & Wiglesworth"	1895	"Abh. Ber. Mus. Dresden 5 no. 9, p. 2"		no.9	p.2
11735	PSITTACIFORMES	Psittaculidae	Tanygnathus lucionensis salvadorii	Ogilvie-Grant	1896	Ibis (Ser. 7) 2: 562	https://biodiversitylibrary.org/page/16281666		
11736	PSITTACIFORMES	Psittaculidae	Tanygnathus lucionensis hybridus	Salomonsen	1952	Vidensk. Medd. Dansk. Naturhist. For. 114: 347			
11737	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 281	https://biodiversitylibrary.org/page/755027		
11738	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus sumatranus	(Raffles)	1822	Trans. Linn. Soc. London (Ser. 1) 13: 281	https://biodiversitylibrary.org/page/755027		
11739	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus everetti	Tweeddale	1877	Ann. Mag. Nat. Hist. (Ser. 4) 20: 533	https://biodiversitylibrary.org/page/15686658		
11740	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus burbidgii	Sharpe	1879	Proc. Zool. Soc. London (1879): 313	https://biodiversitylibrary.org/page/28521419		
11741	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus freeri	McGregor	1910	Philip. J. Sci. 5: 108	https://biodiversitylibrary.org/page/34353368		
11742	PSITTACIFORMES	Psittaculidae	Tanygnathus sumatranus duponti	Parkes	1971	Bull. B.O.C. 91: 97	https://biodiversitylibrary.org/page/40823658		
11743	PSITTACIFORMES	Psittaculidae	Tanygnathus gramineus	"(Gmelin, JF)"	1788	Syst. Nat. (ed. 12) 1: 338	https://biodiversitylibrary.org/page/2896938		
11744	PSITTACIFORMES	Psittaculidae	Psittacula	Cuvier	1800				
11745	PSITTACIFORMES	Psittaculidae	Psittacula finschii	(Hume)	1874	Stray Feathers 2: 509	https://biodiversitylibrary.org/page/29846894		
11746	PSITTACIFORMES	Psittaculidae	Psittacula himalayana	"(Lesson, R)"	1831	Voy. Ind. Orient. [Belanger]  Zool. [1834] pt 4: 239			
