1	ORDER	FAMILY	TAXON	AUTHORITY	TYPE SPECIES	YEAR	REFERENCE	URL
4613	COLUMBIFORMES	Columbidae	Ptilinopus rivoli rivoli	(Prévost)		1843	Les Pigeons (ed. 2) 2: 107 pl. 57	https://biodiversitylibrary.org/page/51632568
4614	COLUMBIFORMES	Columbidae	Ptilinopus rivoli strophium	Gould		1850	Contrib. Orn. 3: 105 pl. 60	https://biodiversitylibrary.org/page/51978899
4615	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis	"Gray, GR"		1870	Ann. Mag. Nat. Hist. (Ser. 4) 5: 328	https://biodiversitylibrary.org/page/16355531
4616	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis speciosus	Schlegel		1871	Nederl. Tijdschr. Dierk. 4: 23	https://biodiversitylibrary.org/page/49085604
4617	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis johannis	"Sclater, PL"		1877	Proc. Zool. Soc. London (1877): 556	https://biodiversitylibrary.org/page/28518482
4618	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis meyeri	"Hartert, E"		1926	Novit. Zool. 33: 173	https://biodiversitylibrary.org/page/3249649
4619	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis neumanni	"Hartert, E"		1926	Novit. Zool. 33: 42	https://biodiversitylibrary.org/page/3249726
4620	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis bistictus	Mayr		1931	Am. Mus. Novit. 504: 8	http://hdl.handle.net/2246/4238
4621	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis ocularis	Mayr		1931	Am. Mus. Novit. 504: 6	http://hdl.handle.net/2246/4238
4622	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis vulcanorum	Mayr		1931	Am. Mus. Novit. 504: 8	http://hdl.handle.net/2246/4238
4623	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis ambiguus	Mayr		1931	Am. Mus. Novit. 504: 7	http://hdl.handle.net/2246/4238
4624	COLUMBIFORMES	Columbidae	Ptilinopus solomonensis solomonensis	"Gray, GR"		1870	Ann. Mag. Nat. Hist. (Ser. 4) 5: 328	https://biodiversitylibrary.org/page/16355531
4625	COLUMBIFORMES	Columbidae	Ptilinopus viridis	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 283	https://biodiversitylibrary.org/page/42946479
4626	COLUMBIFORMES	Columbidae	Ptilinopus viridis viridis	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 283	https://biodiversitylibrary.org/page/42946479
4627	COLUMBIFORMES	Columbidae	Ptilinopus viridis pectoralis	(Wagler)		1829	Isis 22 col. 740	https://biodiversitylibrary.org/page/27011938
4628	COLUMBIFORMES	Columbidae	Ptilinopus viridis geelvinkianus	Schlegel		1871	Nederl. Tijdschr. Dierk. 4: 23	https://biodiversitylibrary.org/page/49085604
4629	COLUMBIFORMES	Columbidae	Ptilinopus viridis salvadorii	Rothschild		1892	Bull. B.O.C. 1: 10	https://biodiversitylibrary.org/page/32475152
4630	COLUMBIFORMES	Columbidae	Ptilinopus viridis vicinus	"Hartert, E"		1895	Novit. Zool. 2: 62	https://biodiversitylibrary.org/page/3859337
4631	COLUMBIFORMES	Columbidae	Ptilinopus viridis lewisii	"Ramsay, EP"		1882	Nature 25: 282	https://biodiversitylibrary.org/page/28512584
4632	COLUMBIFORMES	Columbidae	Ptilinopus eugeniae	(Gould)		1856	Proc. Zool. Soc. London pt 24: 137	https://biodiversitylibrary.org/page/12860665
4633	COLUMBIFORMES	Columbidae	Ptilinopus iozonus	"Gray, GR"		1858	Proc. Zool. Soc. London pt 26: 186	https://biodiversitylibrary.org/page/32271698
4634	COLUMBIFORMES	Columbidae	Ptilinopus iozonus iozonus	"Gray, GR"		1858	Proc. Zool. Soc. London pt 26: 186	https://biodiversitylibrary.org/page/32271698
4635	COLUMBIFORMES	Columbidae	Ptilinopus iozonus humeralis	Wallace		1862	Proc. Zool. Soc. London (1862): 166 pl. 21	https://biodiversitylibrary.org/page/31577198
4636	COLUMBIFORMES	Columbidae	Ptilinopus iozonus iobiensis	Schlegel		1873	"Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. 10 (35) Aves Columbae pp.16, 17"	
4637	COLUMBIFORMES	Columbidae	Ptilinopus iozonus finschi	Mayr		1931	Mitt. Zool. Mus. Berlin 17 Heft 5: 705	
4638	COLUMBIFORMES	Columbidae	Ptilinopus insolitus	Schlegel		1863	Nederl. Tijdschr. Dierk. 1: 61 Vögels pl. 3 fig. 3	https://biodiversitylibrary.org/page/12575226
4639	COLUMBIFORMES	Columbidae	Ptilinopus insolitus insolitus	Schlegel		1863	Nederl. Tijdschr. Dierk. 1: 61 Vögels pl. 3 fig. 3	https://biodiversitylibrary.org/page/12575226
4640	COLUMBIFORMES	Columbidae	Ptilinopus insolitus inferior	"Hartert, E"		1924	Novit. Zool. 31: 265	https://biodiversitylibrary.org/page/33919495
4641	COLUMBIFORMES	Columbidae	Ptilinopus hyogastrus	(Temminck)		1824	Pl. Col. livr. 43 pl. 252	
4642	COLUMBIFORMES	Columbidae	Ptilinopus granulifrons	"Hartert, E"		1898	Bull. B.O.C. 7: 35	https://biodiversitylibrary.org/page/32475589
4643	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus	(Salvadori)		1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 670	https://biodiversitylibrary.org/page/34621119
4644	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus bangueyensis	"Meyer, AB"		1891	"J. für Orn. (Ser. 4) 39: 41, 70"	https://biodiversitylibrary.org/page/32707345
4645	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus xanthorrhous	(Salvadori)		1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 671	https://biodiversitylibrary.org/page/34621120
4646	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus melanospilus	(Salvadori)		1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 670	https://biodiversitylibrary.org/page/34621119
4647	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus chrysorrhous	(Salvadori)		1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 671	https://biodiversitylibrary.org/page/34621120
4648	COLUMBIFORMES	Columbidae	Ptilinopus melanospilus melanauchen	(Salvadori)		1875	Ann. Mus. Civ. Stor. Nat. Genova 7: 671	https://biodiversitylibrary.org/page/34621120
4649	COLUMBIFORMES	Columbidae	Ptilinopus nainus	(Temminck)		1835	Pl. Col. livr. 95 pl. 565	
4650	COLUMBIFORMES	Columbidae	Ptilinopus arcanus	Ripley & Rabor		1955	Postilla 21: 1	https://biodiversitylibrary.org/page/10579826
4651	COLUMBIFORMES	Columbidae	Ptilinopus victor	(Gould)		1872	Proc. Zool. Soc. London (1871): 642	https://biodiversitylibrary.org/page/28554534
4652	COLUMBIFORMES	Columbidae	Ptilinopus victor victor	(Gould)		1872	Proc. Zool. Soc. London (1871): 642	https://biodiversitylibrary.org/page/28554534
4653	COLUMBIFORMES	Columbidae	Ptilinopus victor aureus	Amadon		1943	Am. Mus. Novit. 1237: 7	http://hdl.handle.net/2246/4802
4654	COLUMBIFORMES	Columbidae	Ptilinopus luteovirens	(Hombron & Jacquinot)		1841	Ann. Sci. Nat. Zool. (Ser. 2) 16: 315	https://biodiversitylibrary.org/page/35730772
4655	COLUMBIFORMES	Columbidae	Ptilinopus layardi	"Elliot, DG"		1878	Proc. Zool. Soc. London (1878): 567	https://biodiversitylibrary.org/page/28519235
4656	COLUMBIFORMES	Columbidae	Drepanoptila	Bonaparte	1.000	1855		
4657	COLUMBIFORMES	Columbidae	Drepanoptila holosericea	(Temminck)		1809	Les Pigeons p. 73 pl. 32	https://biodiversitylibrary.org/page/53206175
4658	COLUMBIFORMES	Columbidae	Alectroenas	"Gray, GR"	1.000	1840		
4659	COLUMBIFORMES	Columbidae	Alectroenas nitidissimus †	(Scopoli)		1786	Del. Flor. Faun. Insubr. 2: 93	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
4660	COLUMBIFORMES	Columbidae	Alectroenas madagascariensis	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 283	https://biodiversitylibrary.org/page/42946479
4661	COLUMBIFORMES	Columbidae	Alectroenas sganzini	(Bonaparte)		1854	Compt. Rend. 39: 880	https://biodiversitylibrary.org/page/2820061
4662	COLUMBIFORMES	Columbidae	Alectroenas sganzini minor	Berlepsch		1898	Abh. Senckenb. Nat. Gesell. 21: 493	https://biodiversitylibrary.org/page/26416376
4663	COLUMBIFORMES	Columbidae	Alectroenas sganzini sganzini	(Bonaparte)		1854	Compt. Rend. 39: 880	https://biodiversitylibrary.org/page/2820061
4664	COLUMBIFORMES	Columbidae	Alectroenas pulcherrimus	(Scopoli)		1786	Del. Flor. Faun. Insubr. 2: 94	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
4665	COLUMBIFORMES	Columbidae	Ducula	Hodgson	1.000	1836		
4666	COLUMBIFORMES	Columbidae	Ducula poliocephala	"(Gray, GR)"		1844	Gen. Birds 2: 469 pl. 119	https://biodiversitylibrary.org/page/43661723
4667	COLUMBIFORMES	Columbidae	Ducula forsteni	(Bonaparte)		1854	Compt. Rend. 39: 1077	https://biodiversitylibrary.org/page/2820258
4668	COLUMBIFORMES	Columbidae	Ducula mindorensis	"(Whitehead, J)"		1896	Ann. Mag. Nat. Hist. (Ser. 6) 18: 189	https://biodiversitylibrary.org/page/15628376
4669	COLUMBIFORMES	Columbidae	Ducula radiata	(Quoy & Gaimard)		1832	Voy. Astrolabe Zool. 1: 244 Atlas Ois. pl. 26	https://www.biodiversitylibrary.org/page/2064300
4670	COLUMBIFORMES	Columbidae	Ducula carola	(Bonaparte)		1854	Compt. Rend. 39: 1075	https://biodiversitylibrary.org/page/2820256
4671	COLUMBIFORMES	Columbidae	Ducula carola carola	(Bonaparte)		1854	Compt. Rend. 39: 1075	https://biodiversitylibrary.org/page/2820256
4672	COLUMBIFORMES	Columbidae	Ducula carola nigrorum	"(Whitehead, J)"		1897	Bull. B.O.C. 6: 34	https://biodiversitylibrary.org/page/32475510
4673	COLUMBIFORMES	Columbidae	Ducula carola mindanensis	(Ogilvie-Grant)		1905	Bull. B.O.C. 16: 16	https://biodiversitylibrary.org/page/32432698
4674	COLUMBIFORMES	Columbidae	Ducula aenea	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 283	https://biodiversitylibrary.org/page/42946479
4675	COLUMBIFORMES	Columbidae	Ducula aenea sylvatica	(Tickell)		1833	J. Asiat. Soc. Bengal 2: 581	https://biodiversitylibrary.org/page/37179081
4676	COLUMBIFORMES	Columbidae	Ducula aenea pusilla	(Blyth)		1849	J. Asiat. Soc. Bengal 18 (2): 816	https://biodiversitylibrary.org/page/40133249
4677	COLUMBIFORMES	Columbidae	Ducula aenea andamanica	Abdulali		1964	J. Bombay Nat. Hist. Soc. 61: 414	https://biodiversitylibrary.org/page/48072978
4678	COLUMBIFORMES	Columbidae	Ducula aenea consobrina	(Salvadori)		1887	Ann. Mus. Civ. Stor. Nat. Genova 24: 558	https://biodiversitylibrary.org/page/29872462
4679	COLUMBIFORMES	Columbidae	Ducula aenea oenothorax	(Salvadori)		1892	Ann. Mus. Civ. Stor. Nat. Genova 32: 139	https://biodiversitylibrary.org/page/30083575
4680	COLUMBIFORMES	Columbidae	Ducula aenea polia	(Oberholser)		1917	Bull. U.S. Natl. Mus. no. 98: 18	https://biodiversitylibrary.org/page/7622545
4681	COLUMBIFORMES	Columbidae	Ducula aenea palawanensis	"(Blasius, W)"		1888	Ornis 4: 316	https://biodiversitylibrary.org/page/8821950
4682	COLUMBIFORMES	Columbidae	Ducula aenea fugaensis	(Hachisuka)		1930	Contrib. Birds Philip. no. 2: 150	
4683	COLUMBIFORMES	Columbidae	Ducula aenea nuchalis	(Cabanis)		1882	J. für Orn. (Ser. 4) 30: 126	https://biodiversitylibrary.org/page/32880681
4684	COLUMBIFORMES	Columbidae	Ducula aenea aenea	(Linnaeus)		1766	Syst. Nat. (ed. 12) 1: 283	https://biodiversitylibrary.org/page/42946479
4685	COLUMBIFORMES	Columbidae	Ducula aenea intermedia	"(Meyer, AB & Wiglesworth)"		1894	J. für Orn. 42: 249	https://biodiversitylibrary.org/page/32697599
4686	COLUMBIFORMES	Columbidae	Ducula aenea paulina	Bonaparte		1854	Compt. Rend. 39: 1076	https://biodiversitylibrary.org/page/2820257
4687	COLUMBIFORMES	Columbidae	Ducula nicobarica	(Pelzeln)		1865	Reise Novara Zool. Theil. Bd. 1 Vögel: 105	
4688	COLUMBIFORMES	Columbidae	Ducula perspicillata	(Temminck)		1824	Pl. Col. livr. 42 pl. 246	
4689	COLUMBIFORMES	Columbidae	Ducula neglecta	(Schlegel)		1866	"Nederl. Tijdschr. Dierk. 3: 195, 344"	https://biodiversitylibrary.org/page/49109696
4690	COLUMBIFORMES	Columbidae	Ducula concinna	(Wallace)		1865	Ibis (Ser. 2) 1: 383	https://biodiversitylibrary.org/page/31142970
4691	COLUMBIFORMES	Columbidae	Ducula pacifica	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 777	https://biodiversitylibrary.org/page/2656272
4692	COLUMBIFORMES	Columbidae	Ducula pacifica sejuncta	Amadon		1943	Am. Mus. Novit. 1237: 9	http://hdl.handle.net/2246/4802
4693	COLUMBIFORMES	Columbidae	Ducula pacifica pacifica	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 777	https://biodiversitylibrary.org/page/2656272
4694	COLUMBIFORMES	Columbidae	Ducula oceanica	(Desmarest)		1826	Dict. Sci. Nat. 40: 316	https://biodiversitylibrary.org/page/25307225
4695	COLUMBIFORMES	Columbidae	Ducula oceanica monacha	(Momiyama)		1922	Birds Micronesia: 4	https://biodiversitylibrary.org/page/26386023
4696	COLUMBIFORMES	Columbidae	Ducula oceanica teraokai	(Momiyama)		1922	Birds Micronesia: 2	https://biodiversitylibrary.org/page/26386021
4697	COLUMBIFORMES	Columbidae	Ducula oceanica townsendi	(Wetmore)		1919	Bull. Mus. Comp. Zool. 63: 191	https://biodiversitylibrary.org/page/30574620
4698	COLUMBIFORMES	Columbidae	Ducula oceanica oceanica	(Desmarest)		1826	Dict. Sci. Nat. 40: 316	https://biodiversitylibrary.org/page/25307225
4699	COLUMBIFORMES	Columbidae	Ducula oceanica ratakensis	(Taka-Tsukasa & Yamashina)		1932	Dobutsu. Zasshi 44: 221	
4700	COLUMBIFORMES	Columbidae	Ducula aurorae	(Peale)		1849	U.S. Expl. Exped. 8: 201	
4701	COLUMBIFORMES	Columbidae	Ducula aurorae aurorae	(Peale)		1849	U.S. Expl. Exped. 8: 201	
4702	COLUMBIFORMES	Columbidae	Ducula aurorae wilkesii †	(Peale)		1849	U.S. Expl. Exped. 8: 203	
4703	COLUMBIFORMES	Columbidae	Ducula galeata	(Bonaparte)		1855	Compt. Rend. 41: 1110	https://biodiversitylibrary.org/page/13835224
4704	COLUMBIFORMES	Columbidae	Ducula rubricera	(Bonaparte)		1854	Compt. Rend. 39: 1073	https://biodiversitylibrary.org/page/2820254
4705	COLUMBIFORMES	Columbidae	Ducula rubricera rubricera	(Bonaparte)		1854	Compt. Rend. 39: 1073	https://biodiversitylibrary.org/page/2820254
4706	COLUMBIFORMES	Columbidae	Ducula rubricera rufigula	(Salvadori)		1878	Atti R. Accad. Sci. Torino 13: 536	
4707	COLUMBIFORMES	Columbidae	Ducula myristicivora	(Scopoli)		1786	Del. Flor. Faun. Insubr. 2: 94	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
4708	COLUMBIFORMES	Columbidae	Ducula myristicivora myristicivora	(Scopoli)		1786	Del. Flor. Faun. Insubr. 2: 94	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
4709	COLUMBIFORMES	Columbidae	Ducula myristicivora geelvinkiana	(Schlegel)		1873	"Mus. Hist. Pays-Bas Rev. Meth. Crit. Coll. livr. 10 no. 35 Aves Columbae: 86, 87"	
4710	COLUMBIFORMES	Columbidae	Ducula rufigaster	(Quoy & Gaimard)		1832	Voy. Astrolabe Zool. 1: 245 Atlas Ois. pl. 27	https://www.biodiversitylibrary.org/page/2064301
4711	COLUMBIFORMES	Columbidae	Ducula rufigaster rufigaster	(Quoy & Gaimard)		1832	Voy. Astrolabe Zool. 1: 245 Atlas Ois. pl. 27	https://www.biodiversitylibrary.org/page/2064301
4712	COLUMBIFORMES	Columbidae	Ducula rufigaster uropygialis	Stresemann & Paludan		1932	Novit. Zool. 38: 243	https://biodiversitylibrary.org/page/3363950
4713	COLUMBIFORMES	Columbidae	Ducula basilica	Bonaparte		1854	Compt. Rend. 39: 1076	https://biodiversitylibrary.org/page/2820257
4714	COLUMBIFORMES	Columbidae	Ducula basilica basilica	Bonaparte		1854	Compt. Rend. 39: 1076	https://biodiversitylibrary.org/page/2820257
4715	COLUMBIFORMES	Columbidae	Ducula basilica obiensis	"(Hartert, E)"		1898	Bull. B.O.C. 7: 35	https://biodiversitylibrary.org/page/32475589
4716	COLUMBIFORMES	Columbidae	Ducula finschii	"(Ramsay, EP)"		1882	J. Linn. Soc. London Zool. 16: 129	https://biodiversitylibrary.org/page/31982370
4717	COLUMBIFORMES	Columbidae	Ducula chalconota	(Salvadori)		1874	Ann. Mus. Civ. Stor. Nat. Genova 6: 87	https://biodiversitylibrary.org/page/10812997
4718	COLUMBIFORMES	Columbidae	Ducula chalconota chalconota	(Salvadori)		1874	Ann. Mus. Civ. Stor. Nat. Genova 6: 87	https://biodiversitylibrary.org/page/10812997
4719	COLUMBIFORMES	Columbidae	Ducula chalconota smaragdina	Mayr		1931	Mitt. Zool. Mus. Berlin 17 Heft 5: 706	
4720	COLUMBIFORMES	Columbidae	Ducula pistrinaria	Bonaparte		1855	Consp. Gen. Av. 2: 36	https://biodiversitylibrary.org/page/43549597
4721	COLUMBIFORMES	Columbidae	Ducula pistrinaria rhodinolaema	"(Sclater, PL)"		1877	Proc. Zool. Soc. London (1877): 555	https://biodiversitylibrary.org/page/28518481
4722	COLUMBIFORMES	Columbidae	Ducula pistrinaria vanwyckii	(Cassin)		1862	Proc. Acad. Nat. Sci. Philadelphia 14: 320	https://biodiversitylibrary.org/page/1951792
4723	COLUMBIFORMES	Columbidae	Ducula pistrinaria postrema	"Hartert, E"		1926	Novit. Zool. 33: 35	https://biodiversitylibrary.org/page/3249604
4724	COLUMBIFORMES	Columbidae	Ducula pistrinaria pistrinaria	Bonaparte		1855	Consp. Gen. Av. 2: 36	https://biodiversitylibrary.org/page/43549597
4725	COLUMBIFORMES	Columbidae	Ducula rosacea	(Temminck)		1836	Pl. Col. livr. 98 pl. 578	
4726	COLUMBIFORMES	Columbidae	Ducula whartoni	(Sharpe)		1887	Proc. Zool. Soc. London (1887): 515 pl. 43	https://biodiversitylibrary.org/page/28700456
4727	COLUMBIFORMES	Columbidae	Ducula pickeringii	(Cassin)		1855	Proc. Acad. Nat. Sci. Philadelphia 7: 228	https://biodiversitylibrary.org/page/1694342
4728	COLUMBIFORMES	Columbidae	Ducula latrans	(Peale)		1849	U.S. Expl. Exped. 8: 200	
4729	COLUMBIFORMES	Columbidae	Ducula brenchleyi	"(Gray, GR)"		1870	Ann. Mag. Nat. Hist. (Ser. 4) 5: 328	https://biodiversitylibrary.org/page/16355531
4730	COLUMBIFORMES	Columbidae	Ducula bakeri	(Kinnear)		1928	Bull. B.O.C. 48: 56	https://biodiversitylibrary.org/page/40501101
4731	COLUMBIFORMES	Columbidae	Ducula goliath	"(Gray, GR)"		1859	"Proc. Zool. Soc. London, pt 27: 165 pl. 155"	https://biodiversitylibrary.org/page/32274575
4732	COLUMBIFORMES	Columbidae	Ducula pinon	(Gaimard)		1823	Voy. Uranie Phys. Zool. livr. 3: 118 Atlas pl. 28 28	https://biodiversitylibrary.org/page/40871109
4733	COLUMBIFORMES	Columbidae	Ducula pinon pinon	(Gaimard)		1823	Voy. Uranie Phys. Zool. livr. 3: 118 Atlas pl. 28 28	https://biodiversitylibrary.org/page/40871109
4734	COLUMBIFORMES	Columbidae	Ducula pinon jobiensis	(Schlegel)		1871	Nederl. Tijdschr. Dierk. 4: 26	https://biodiversitylibrary.org/page/49085601
4735	COLUMBIFORMES	Columbidae	Ducula pinon salvadorii	(Tristram)		1882	Proc. Zool. Soc. London (1881): 996	https://biodiversitylibrary.org/page/30760235
4736	COLUMBIFORMES	Columbidae	Ducula melanochroa	"(Sclater, PL)"		1878	Proc. Zool. Soc. London (1878): 672 pl. 42	https://biodiversitylibrary.org/page/28519356
4737	COLUMBIFORMES	Columbidae	Ducula mullerii	(Temminck)		1835	Pl. Col. livr. 96 pl. 566	
4738	COLUMBIFORMES	Columbidae	Ducula zoeae	(Desmarest)		1826	Dict. Sci. Nat. 40: 314	https://biodiversitylibrary.org/page/25307223
4739	COLUMBIFORMES	Columbidae	Ducula badia	(Raffles)		1822	Trans. Linn. Soc. London (Ser. 1) 13: 317	https://biodiversitylibrary.org/page/755063
4740	COLUMBIFORMES	Columbidae	Ducula badia cuprea	(Jerdon)		1840	Madras J. Lit. Sci. 12: 12	https://biodiversitylibrary.org/page/46453110
4741	COLUMBIFORMES	Columbidae	Ducula badia insignis	Hodgson		1836	As. Res. 19: 162 pl. 9	https://biodiversitylibrary.org/page/43118055
4742	COLUMBIFORMES	Columbidae	Ducula badia griseicapilla	Walden		1875	Ann. Mag. Nat. Hist. (Ser. 4) 16: 228	https://biodiversitylibrary.org/page/25128110
4743	COLUMBIFORMES	Columbidae	Ducula badia badia	(Raffles)		1822	Trans. Linn. Soc. London (Ser. 1) 13: 317	https://biodiversitylibrary.org/page/755063
4744	COLUMBIFORMES	Columbidae	Ducula lacernulata	(Temminck)		1822	Pl. Col. livr. 28 pl. 164	
4745	COLUMBIFORMES	Columbidae	Ducula lacernulata lacernulata	(Temminck)		1822	Pl. Col. livr. 28 pl. 164	
4746	COLUMBIFORMES	Columbidae	Ducula lacernulata williami	"(Hartert, E)"		1896	Novit. Zool. 3: 552	https://biodiversitylibrary.org/page/3218606
4747	COLUMBIFORMES	Columbidae	Ducula lacernulata sasakensis	"(Hartert, E)"		1896	Novit. Zool. 3: 564	https://biodiversitylibrary.org/page/3218610
4748	COLUMBIFORMES	Columbidae	Ducula cineracea	(Temminck)		1835	Pl. Col. livr. 95 pl. 563	
4749	COLUMBIFORMES	Columbidae	Ducula bicolor	(Scopoli)		1786	Del. Flor. Faun. Insubr. 2: 94	http://bibdigital.rjb.csic.es/ing/Libro.php?Libro=2427
4750	COLUMBIFORMES	Columbidae	Ducula luctuosa	(Temminck)		1824	Pl. Col. livr. 42 pl. 247	
4751	COLUMBIFORMES	Columbidae	Ducula spilorrhoa	"(Gray, GR)"		1858	Proc. Zool. Soc. London pt 26: 186	https://biodiversitylibrary.org/page/32271708
4752	COLUMBIFORMES	Columbidae	Ducula subflavescens	(Finsch)		1886	Ibis (Ser. 5) 4: 2	https://biodiversitylibrary.org/page/8566287
4753	COLUMBIFORMES	Columbidae	Lopholaimus	Gould	1.000	1841		
4754	COLUMBIFORMES	Columbidae	Lopholaimus antarcticus	(Shaw)		1793	Zool. New Holland 1: 15 pl. 5	https://biodiversitylibrary.org/page/40653652
4755	COLUMBIFORMES	Columbidae	Hemiphaga	Bonaparte	1.000	1854		
4756	COLUMBIFORMES	Columbidae	Hemiphaga novaeseelandiae	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 773	https://biodiversitylibrary.org/page/2656268
4757	COLUMBIFORMES	Columbidae	Hemiphaga novaeseelandiae novaeseelandiae	"(Gmelin, JF)"		1789	Syst. Nat. (ed. 12) 1: 773	https://biodiversitylibrary.org/page/2656268
4758	COLUMBIFORMES	Columbidae	Hemiphaga novaeseelandiae spadicea †	(Latham)		1801	Suppl. ind. orn.: lx	https://biodiversitylibrary.org/page/33261434
4759	COLUMBIFORMES	Columbidae	Hemiphaga chathamensis	(Rothschild)		1891	Proc. Zool. Soc. London (1891): 312 pl. 28	https://biodiversitylibrary.org/page/30978559
4760	COLUMBIFORMES	Columbidae	Cryptophaps	Salvadori	1.000	1893		
4761	COLUMBIFORMES	Columbidae	Cryptophaps poecilorrhoa	(Brüggemann)		1876	Abh. naturwiss. Ver. Bremen 5: 84	https://biodiversitylibrary.org/page/33553661
4762	COLUMBIFORMES	Columbidae	Gymnophaps	Salvadori	1.000	1874		
4763	COLUMBIFORMES	Columbidae	Gymnophaps albertisii	Salvadori		1874	Ann. Mus. Civ. Stor. Nat. Genova 6: 86	https://biodiversitylibrary.org/page/10812996
4764	COLUMBIFORMES	Columbidae	Gymnophaps albertisii exsul	"(Hartert, E)"		1903	Novit. Zool. 10: 60	https://biodiversitylibrary.org/page/15771140
4765	COLUMBIFORMES	Columbidae	Gymnophaps albertisii albertisii	Salvadori		1874	Ann. Mus. Civ. Stor. Nat. Genova 6: 86	https://biodiversitylibrary.org/page/10812996
4766	COLUMBIFORMES	Columbidae	Gymnophaps mada	"(Hartert, E)"		1899	Bull. B.O.C. 8: 33	https://biodiversitylibrary.org/page/32475669
4767	COLUMBIFORMES	Columbidae	Gymnophaps stalkeri	(Ogilvie-Grant)		1911	Bull. B.O.C. 27: 104	https://biodiversitylibrary.org/page/32553940
4768	COLUMBIFORMES	Columbidae	Gymnophaps solomonensis	Mayr		1931	Am. Mus. Novit. 504: 11	http://hdl.handle.net/2246/4238
4769	GRUIFORMES	Heliornithidae	Podica	"Lesson, R"	1.000	1831		
4770	GRUIFORMES	Heliornithidae	Podica senegalensis	(Vieillot)		1817	Nouv. Dict. d'Hist. Nat. 14: 277	https://biodiversitylibrary.org/page/18059245
4771	GRUIFORMES	Heliornithidae	Podica senegalensis senegalensis	(Vieillot)		1817	Nouv. Dict. d'Hist. Nat. 14: 277	https://biodiversitylibrary.org/page/18059245
4772	GRUIFORMES	Heliornithidae	Podica senegalensis petersii	Hartlaub		1852	Abh. Geb. Naturw. Hamburg 2: 62	https://biodiversitylibrary.org/page/33751690
4773	GRUIFORMES	Heliornithidae	Podica senegalensis camerunensis	Sjöstedt		1893	Orn. Monatsb. 1: 42	https://biodiversitylibrary.org/page/32582271
4774	GRUIFORMES	Heliornithidae	Podica senegalensis somereni	Chapin		1954	Am. Mus. Novit. 1659: 8	http://hdl.handle.net/2246/4960
4775	GRUIFORMES	Heliornithidae	Heliopais	Sharpe	1.000	1893		
4776	GRUIFORMES	Heliornithidae	Heliopais personatus	"(Gray, GR)"		1849	Proc. Zool. Soc. London pt 16: 90 pl. 4	https://biodiversitylibrary.org/page/12861946
4777	GRUIFORMES	Heliornithidae	Heliornis	Bonnaterre	1.000	1791		
4778	GRUIFORMES	Heliornithidae	Heliornis fulica	(Boddaert)		1783	Table Planches Enlum.: 54	https://biodiversitylibrary.org/page/27822674
4779	GRUIFORMES	Sarothruridae	Mentocrex	"Peters, JL"	1.000	1932		
4780	GRUIFORMES	Sarothruridae	Mentocrex kioloides	(Pucheran)		1845	Rev. Zool. 8: 279	https://biodiversitylibrary.org/page/2327503
4781	GRUIFORMES	Sarothruridae	Mentocrex kioloides kioloides	(Pucheran)		1845	Rev. Zool. 8: 279	https://biodiversitylibrary.org/page/2327503
4782	GRUIFORMES	Sarothruridae	Mentocrex beankaensis	"Goodman, Raherilalao & Block"		2011	"Zootaxa 2776: 49, 53 figs. 2, 3"	https://www.mapress.com/zt/article/view/zootaxa.2776.1.3/19188
4783	GRUIFORMES	Sarothruridae	Mentocrex kioloides berliozi	Salomonsen		1934	Ibis 74: 386	
4784	GRUIFORMES	Sarothruridae	Sarothrura	Heine	1.000	1890		
4785	GRUIFORMES	Sarothruridae	Sarothrura pulchra	"(Gray, JE)"		1829	"Anim. Kingd. 8: 410, 542"	https://biodiversitylibrary.org/page/33170276
