1	ORDER	FAMILY	TAXON	AUTHORITY	YEAR	REFERENCE	URL										
8452	STRIGIFORMES	Strigidae	Strix leptogrammica newarensis	(Hodgson)	1836	As. Res. 19: 168	https://biodiversitylibrary.org/page/43118061										
8453	STRIGIFORMES	Strigidae	Strix leptogrammica myrtha	(Bonaparte)	1850	Consp. Gen. Av. 1: 44	https://biodiversitylibrary.org/page/43560071										
8454	STRIGIFORMES	Strigidae	Strix leptogrammica caligata	(Swinhoe)	1863	Ibis 5: 218	https://biodiversitylibrary.org/page/54848144										
8455	STRIGIFORMES	Strigidae	Strix leptogrammica ochrogenys	(Hume)	1873	Stray Feathers 1: 431	https://biodiversitylibrary.org/page/30007343										
8456	STRIGIFORMES	Strigidae	Strix leptogrammica maingayi	(Hume)	1878	Stray Feathers 6: 27	https://biodiversitylibrary.org/page/29876221										
8457	STRIGIFORMES	Strigidae	Strix leptogrammica niasensis	(Salvadori)	1887	Ann. Mus. Civ. Stor. Nat. Genova 24: 526	https://biodiversitylibrary.org/page/29872430										
8458	STRIGIFORMES	Strigidae	Strix leptogrammica bartelsi	(Finsch)	1906	Bull. B.O.C. 16: 63	https://biodiversitylibrary.org/page/32432747										
8459	STRIGIFORMES	Strigidae	Strix leptogrammica nyctiphasma	Oberholser	1924	J. Wash. Acad. Sci. 14: 302	https://biodiversitylibrary.org/page/39702526										
8460	STRIGIFORMES	Strigidae	Strix leptogrammica laotiana	Delacour	1926	Bull. B.O.C. 47: 11	https://biodiversitylibrary.org/page/40498982										
8461	STRIGIFORMES	Strigidae	Strix leptogrammica ticehursti	Delacour	1930	Ois. Rev. France Orn. 11 pt 2 no. 11: 654											
8462	STRIGIFORMES	Strigidae	Strix leptogrammica vaga	Mayr	1938	Bull. Raffles Mus. no. 14: 15											
8463	STRIGIFORMES	Strigidae	Strix leptogrammica chaseni	Hoogerwerf & de Boer	1947	Chronica Nat. 103: 140											
8464	STRIGIFORMES	Strigidae	Strix aluco	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8465	STRIGIFORMES	Strigidae	Strix aluco aluco	Linnaeus	1758	Syst. Nat. (ed. 10) 1: 93	https://biodiversitylibrary.org/page/764491										
8466	STRIGIFORMES	Strigidae	Strix aluco sylvatica	Shaw	1809	Gen. Zool. 7 (1): 253	https://biodiversitylibrary.org/page/46351083										
8467	STRIGIFORMES	Strigidae	Strix aluco biddulphi	(Scully)	1881	Ibis (Ser. 4) 5: 423 pl. 14	https://biodiversitylibrary.org/page/16251698										
8468	STRIGIFORMES	Strigidae	Strix aluco willkonskii	(Menzbier)	1896	Bull. B.O.C. 6: 6	https://biodiversitylibrary.org/page/32475482										
8469	STRIGIFORMES	Strigidae	Strix aluco sanctinicolai	(Zarudny)	1905	Orn. Monatsb. 13: 49	https://biodiversitylibrary.org/page/32582084										
8470	STRIGIFORMES	Strigidae	Strix aluco harmsi	(Zarudny)	1911	Orn. Monatsb. 19: 34	https://biodiversitylibrary.org/page/32971058										
8471	STRIGIFORMES	Strigidae	Strix aluco siberiae	Dementiev	1934	Alauda 5: 339	http://bibliotheques.mnhn.fr/EXPLOITATION/infodoc/digitalCollections/viewerpopup.aspx?seid=MNHN_ALAUD_1933_T005_N003										
8472	STRIGIFORMES	Strigidae	Strix mauritanica	(Witherby)	1905	Bull. B.O.C. 15: 36	https://biodiversitylibrary.org/page/37116958										
8473	STRIGIFORMES	Strigidae	Strix nivicolum	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 185	https://biodiversitylibrary.org/page/40131956										
8474	STRIGIFORMES	Strigidae	Strix nivicolum nivicolum	(Blyth)	1845	J. Asiat. Soc. Bengal 14 (1): 185	https://biodiversitylibrary.org/page/40131956										
8475	STRIGIFORMES	Strigidae	Strix nivicolum ma	"(Clark, AH)"	1907	Proc. U.S. Natl. Mus. 32: 471	https://biodiversitylibrary.org/page/15664407										
8476	STRIGIFORMES	Strigidae	Strix nivicolum yamadae	Yamashina	1936	Tori 9: 220	https://doi.org/10.3838/jjo1915.8.38_220										
8477	STRIGIFORMES	Strigidae	Strix hadorami	"Kirwan, Schweizer & Copete"	2015	Zootaxa 3904 (1): 36	https://mapress.com/zootaxa/2015/f/z03904p050f.pdf										
8478	STRIGIFORMES	Strigidae	Strix butleri	(Hume)	1878	Stray Feathers 7: 316	https://biodiversitylibrary.org/page/29847289										
8479	STRIGIFORMES	Strigidae	Strix occidentalis	(Xántus)	1860	Proc. Acad. Nat. Sci. Philadelphia 11 [1859]: 193	https://biodiversitylibrary.org/page/1653151										
8480	STRIGIFORMES	Strigidae	Strix occidentalis occidentalis	(Xántus)	1860	Proc. Acad. Nat. Sci. Philadelphia 11 [1859]: 193	https://biodiversitylibrary.org/page/1653151										
8481	STRIGIFORMES	Strigidae	Strix occidentalis caurina	(Merriam)	1898	"Auk 15: 39, 40"	https://sora.unm.edu/sites/default/files/journals/auk/v015n01/p0039-p0040.pdf										
8482	STRIGIFORMES	Strigidae	Strix occidentalis lucida	(Nelson)	1903	Proc. Biol. Soc. Wash. 16: 152	https://biodiversitylibrary.org/page/3794402										
8483	STRIGIFORMES	Strigidae	Strix occidentalis juanaphillipsae	Dickerman	1997	Era Allan R. Phillips: A Festschrift: 47											
8484	STRIGIFORMES	Strigidae	Strix varia	Barton	1799	Fragm. Nat. Hist. Penn.: 11	https://biodiversitylibrary.org/page/13524198										
8485	STRIGIFORMES	Strigidae	Strix sartorii	(Ridgway)	1874	Bull. Essex Inst. 5: 200	https://biodiversitylibrary.org/page/8786342										
8486	STRIGIFORMES	Strigidae	Strix fulvescens	"(Sclater, PL & Salvin)"	1868	Proc. Zool. Soc. London (1868): 58	https://biodiversitylibrary.org/page/28664543										
8487	STRIGIFORMES	Strigidae	Strix hylophila	Temminck	1825	Pl. Col. livr. 63 pl. 373											
8488	STRIGIFORMES	Strigidae	Strix chacoensis	Cherrie & Reichenberger	1921	Am. Mus. Novit. 27: 1	http://hdl.handle.net/2246/4595										
8489	STRIGIFORMES	Strigidae	Strix rufipes	"King, PP"	1827	Zool. Journ. 3: 426	https://biodiversitylibrary.org/page/27485952										
8490	STRIGIFORMES	Strigidae	Strix rufipes rufipes	"King, PP"	1827	Zool. Journ. 3: 426	https://biodiversitylibrary.org/page/27485952										
8491	STRIGIFORMES	Strigidae	Strix rufipes sanborni	Wheeler	1938	Field Mus. Nat. Hist. Pub. Zool. Ser. 20: 479	https://biodiversitylibrary.org/page/2784451										
8492	STRIGIFORMES	Strigidae	Strix uralensis	Pallas	1771	"Reise Versch. Provin. Russ. Reichs 1: 452, 455"											
8493	STRIGIFORMES	Strigidae	Strix uralensis uralensis	Pallas	1771	"Reise Versch. Provin. Russ. Reichs 1: 452, 455"											
8494	STRIGIFORMES	Strigidae	Strix uralensis liturata	Lindroth	1788	Mus. Nat. Grillianum: 5 note 4											
8495	STRIGIFORMES	Strigidae	Strix uralensis macroura	Wolf	1810	Tasch. deutsch. Vog. [Meyer & Wolf] 1: 84	https://biodiversitylibrary.org/page/42445505										
8496	STRIGIFORMES	Strigidae	Strix uralensis fuscescens	Temminck & Schlegel	1845	"Fauna Jap. Aves 4: 30, pl. 10"	https://biodiversitylibrary.org/page/53188710										
8497	STRIGIFORMES	Strigidae	Strix uralensis nikolskii	(Buturlin)	1907	"J. für Orn. 55: 333, 335"	https://biodiversitylibrary.org/page/33567708										
8498	STRIGIFORMES	Strigidae	Strix uralensis japonica	"(Clark, AH)"	1907	Proc. U.S. Natl. Mus. 32: 471	https://biodiversitylibrary.org/page/15664407										
8499	STRIGIFORMES	Strigidae	Strix uralensis hondoensis	"(Clark, AH)"	1907	Proc. U.S. Natl. Mus. 32: 472	https://biodiversitylibrary.org/page/15664408										
8500	STRIGIFORMES	Strigidae	Strix uralensis yenisseensis	Buturlin	1915	Mess. Orn. 6: 133	https://biodiversitylibrary.org/page/33429829										
8501	STRIGIFORMES	Strigidae	Strix uralensis daurica	Stegmann	1929	Ann. Mus. Zool. Acad. Sci. U.R.S.S. 29: 181											
8502	STRIGIFORMES	Strigidae	Strix uralensis momiyamae	Taka-Tsukasa	1931	Tori 7: 14	https://doi.org/10.3838/jjo.7.14										
8503	STRIGIFORMES	Strigidae	Strix davidi	(Sharpe)	1875	Ibis (Ser. 3) 5: 256	https://biodiversitylibrary.org/page/8612804										
8504	STRIGIFORMES	Strigidae	Strix nebulosa	"Forster, JR"	1772	"Philos. Trans. 62: 386, 424"	https://biodiversitylibrary.org/page/51496243										
8505	STRIGIFORMES	Strigidae	Strix nebulosa nebulosa	"Forster, JR"	1772	"Philos. Trans. 62: 386, 424"	https://biodiversitylibrary.org/page/51496243										
8506	STRIGIFORMES	Strigidae	Strix nebulosa lapponica	Thunberg	1798	K. Vet. Akad. Nya Handl. (Ser. 2) 19: 184	https://biodiversitylibrary.org/page/46957707										
8507	STRIGIFORMES	Strigidae	Strix woodfordii	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 312	https://biodiversitylibrary.org/page/15968430										
8508	STRIGIFORMES	Strigidae	Strix woodfordii woodfordii	"(Smith, A)"	1834	S. Afr. Q. J. (Ser. 2) no. 4: 312	https://biodiversitylibrary.org/page/15968430										
8509	STRIGIFORMES	Strigidae	Strix woodfordii umbrina	(Heuglin)	1863	J. für Orn. 11: 12	https://biodiversitylibrary.org/page/33302807										
8510	STRIGIFORMES	Strigidae	Strix woodfordii nuchalis	(Sharpe)	1870	Ibis (Ser. 2) 6: 487	https://biodiversitylibrary.org/page/16187426										
8511	STRIGIFORMES	Strigidae	Strix woodfordii nigricantior	(Sharpe)	1897	Bull. B.O.C. 6: 47	https://biodiversitylibrary.org/page/32475523										
8512	STRIGIFORMES	Strigidae	Strix virgata	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 124	https://biodiversitylibrary.org/page/5445387										
8513	STRIGIFORMES	Strigidae	Strix virgata virgata	(Cassin)	1849	Proc. Acad. Nat. Sci. Philadelphia 4: 124	https://biodiversitylibrary.org/page/5445387										
8514	STRIGIFORMES	Strigidae	Strix virgata squamulata	(Bonaparte)	1850	Consp. Gen. Av. 1: 53	https://biodiversitylibrary.org/page/43560084										
8515	STRIGIFORMES	Strigidae	Strix virgata superciliaris	(Pelzeln)	1863	Verh. k. k. Zool.-Bot. Ges. Wien 13: 1125	https://biodiversitylibrary.org/page/26722820										
8516	STRIGIFORMES	Strigidae	Strix virgata borelliana	"(Bertoni, AW)"	1901	An. Cient. Paraguayos: 176	https://www.biodiversitylibrary.org/page/13393432#page/184/mode/1up										
8517	STRIGIFORMES	Strigidae	Strix virgata tamaulipensis	"Phillips, JC"	1911	Auk 28: 76	https://sora.unm.edu/sites/default/files/journals/auk/v028n01/p0067-p0089.pdf										
8518	STRIGIFORMES	Strigidae	Strix virgata macconnelli	"(Chubb, C)"	1916	Birds Brit. Guiana 1: 290	https://biodiversitylibrary.org/page/35717708										
8519	STRIGIFORMES	Strigidae	Strix virgata centralis	(Griscom)	1929	Bull. Mus. Comp. Zool. 69: 159	https://biodiversitylibrary.org/page/2774487										
8520	STRIGIFORMES	Strigidae	Strix nigrolineata	"(Sclater, PL)"	1859	"Proc. Zool. Soc. London pt 27, 2: 131"											
8521	STRIGIFORMES	Strigidae	Strix huhula	Daudin	1800	Traited Orn.[Daudin] 2: 190											
8522	STRIGIFORMES	Strigidae	Strix huhula huhula	Daudin	1800	Traited Orn.[Daudin] 2: 190											
8523	STRIGIFORMES	Strigidae	Strix huhula albomarginata	(Spix)	1824	Av. Sp. Nov. Brasil. 1: 23 pl. 10A											
8524	STRIGIFORMES	Strigidae	Strix albitarsis	(Bonaparte)	1850	Consp. Gen. Av. 1: 52	https://biodiversitylibrary.org/page/43560083										
8525	STRIGIFORMES	Strigidae	Strix albitarsis albitarsis	(Bonaparte)	1850	Consp. Gen. Av. 1: 52	https://biodiversitylibrary.org/page/43560083										
8526	STRIGIFORMES	Strigidae	Strix albitarsis opaca	"(Peters, JL)"	1943	Bull. Mus. Comp. Zool. 92: 297	https://biodiversitylibrary.org/page/2825614										
8527	STRIGIFORMES	Strigidae	Strix albitarsis tertia	(Todd)	1947	"Proc. Biol. Soc. Wash. 60: 95, 96"	https://biodiversitylibrary.org/page/34498363										
8528	COLIIFORMES	Coliidae	Colius	Brisson	1760												
8529	COLIIFORMES	Coliidae	Colius striatus	"Gmelin, JF"	1789	Syst. Nat. (ed. 12) 1: 843	https://biodiversitylibrary.org/page/2656338										
8530	COLIIFORMES	Coliidae	Colius striatus nigricollis	Vieillot	1817	Nouv. Dict. d'Hist. Nat. 7: 378	https://biodiversitylibrary.org/page/18036135										
8531	COLIIFORMES	Coliidae	Colius striatus leucophthalmus	Chapin	1921	Am. Mus. Novit. 7: 2	http://hdl.handle.net/2246/4550										
8532	COLIIFORMES	Coliidae	Colius striatus leucotis	Rüppell	1839	Mus. Senckenb. 3: 42 pl. 2 fig. 2	https://biodiversitylibrary.org/page/45886693										
8533	COLIIFORMES	Coliidae	Colius striatus hilgerti	Zedlitz	1910	Orn. Monatsb. 18: 58	https://biodiversitylibrary.org/page/32585327										
8534	COLIIFORMES	Coliidae	Colius striatus jebelensis	Mearns	1915	Proc. U.S. Natl. Mus. 48: 394	https://biodiversitylibrary.org/page/35966218										
8535	COLIIFORMES	Coliidae	Colius striatus mombassicus	Van Someren	1919	Bull. B.O.C. 40: 26	https://biodiversitylibrary.org/page/32431326										
8536	COLIIFORMES	Coliidae	Colius striatus kikuyensis	Van Someren	1919	Bull. B.O.C. 40: 27	https://biodiversitylibrary.org/page/32431327										
8537	COLIIFORMES	Coliidae	Colius striatus cinerascens	Neumann	1900	J. für Orn. (Ser. 5) 48: 190	https://biodiversitylibrary.org/page/46043342										
8538	COLIIFORMES	Coliidae	Colius striatus affinis	Shelley	1885	Ibis (Ser. 5) 3: 312	https://biodiversitylibrary.org/page/8615372										
8539	COLIIFORMES	Coliidae	Colius striatus berlepschi	"Hartert, E"	1899	Under African Sun app.: 333	https://biodiversitylibrary.org/page/21585856										
8540	COLIIFORMES	Coliidae	Colius striatus kiwuensis	Reichenow	1908	Orn. Monatsb. 16: 191	https://biodiversitylibrary.org/page/32660897										
8541	COLIIFORMES	Coliidae	Colius striatus congicus	Reichenow	1923	Mitt. Zool. Mus. Hamburg 40: 63	https://biodiversitylibrary.org/page/10281080										
8542	COLIIFORMES	Coliidae	Colius striatus simulans	Clancey	1979	Durban Mus. Novit. 12: 8											
8543	COLIIFORMES	Coliidae	Colius striatus integralis	Clancey	1957	Bull. B.O.C. 77: 28	https://biodiversitylibrary.org/page/40591440										
8544	COLIIFORMES	Coliidae	Colius striatus rhodesiae	"Grant, CHB & Mackworth-Praed"	1938	Bull. B.O.C. 58: 65	https://biodiversitylibrary.org/page/40513319										
8545	COLIIFORMES	Coliidae	Colius striatus minor	Cabanis	1876	J. für Orn. (Ser. 4) 24: 94	https://biodiversitylibrary.org/page/32722545										
8546	COLIIFORMES	Coliidae	Colius striatus striatus	"Gmelin, JF"	1789	Syst. Nat. (ed. 12) 1: 843	https://biodiversitylibrary.org/page/2656338										
8547	COLIIFORMES	Coliidae	Colius leucocephalus	Reichenow	1879	Orn. Centralbl. 4: 114	https://biodiversitylibrary.org/page/35131362										
8548	COLIIFORMES	Coliidae	Colius leucocephalus turneri	Van Someren	1919	Bull. B.O.C. 40: 27	https://biodiversitylibrary.org/page/32431327										
8549	COLIIFORMES	Coliidae	Colius leucocephalus leucocephalus	Reichenow	1879	Orn. Centralbl. 4: 114	https://biodiversitylibrary.org/page/35131362										
8550	COLIIFORMES	Coliidae	Colius castanotus	"Verreaux, J & Verreaux, É"	1855	Rev. Mag. Zool. (Ser. 2) 7: 351	https://biodiversitylibrary.org/page/2281214										
8551	COLIIFORMES	Coliidae	Colius colius	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 301	https://biodiversitylibrary.org/page/42946497										
8552	COLIIFORMES	Coliidae	Colius colius damarensis	Reichenow	1899	J. für Orn. (Ser. 5) 47: 418	https://biodiversitylibrary.org/page/32654562										
8553	COLIIFORMES	Coliidae	Colius colius colius	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 301	https://biodiversitylibrary.org/page/42946497										
8554	COLIIFORMES	Coliidae	Urocolius	Bonaparte	1854												
8555	COLIIFORMES	Coliidae	Urocolius macrourus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 134	https://biodiversitylibrary.org/page/445259										
8556	COLIIFORMES	Coliidae	Urocolius macrourus macrourus	(Linnaeus)	1766	Syst. Nat. (ed. 12) 1: 134	https://biodiversitylibrary.org/page/445259										
8557	COLIIFORMES	Coliidae	Urocolius macrourus laeneni	(Niethammer)	1955	Bonn. Zool. Beitr. 6: 56	https://biodiversitylibrary.org/page/44683502										
8558	COLIIFORMES	Coliidae	Urocolius macrourus abyssinicus	Schifter	1975	Ann. Naturhist. Mus. Wien 79: 134											
8559	COLIIFORMES	Coliidae	Urocolius macrourus pulcher	(Neumann)	1900	J. für Orn. (Ser. 5) 48: 190	https://biodiversitylibrary.org/page/46043342										
8560	COLIIFORMES	Coliidae	Urocolius macrourus griseogularis	Van Someren	1919	Bull. B.O.C. 40: 27	https://biodiversitylibrary.org/page/32431327										
8561	COLIIFORMES	Coliidae	Urocolius macrourus massaicus	Schifter	1975	Ann. Naturhist. Mus. Wien 79: 162											
8562	COLIIFORMES	Coliidae	Urocolius indicus	(Latham)	1790	Index Orn. 1: 370	https://biodiversitylibrary.org/page/53510741										
8563	COLIIFORMES	Coliidae	Urocolius indicus mossambicus	(Reichenow)	1896	Orn. Monatsb. 4: 4	https://biodiversitylibrary.org/page/8769534										
8564	COLIIFORMES	Coliidae	Urocolius indicus lacteifrons	(Sharpe)	1892	Cat. Birds Brit. Mus. 17: 345	https://biodiversitylibrary.org/page/8327103										
8565	COLIIFORMES	Coliidae	Urocolius indicus pallidus	(Reichenow)	1896	Orn. Monatsb. 4: 4	https://biodiversitylibrary.org/page/8769534										
8566	COLIIFORMES	Coliidae	Urocolius indicus transvaalensis	Roberts	1922	Ann. Transvaal Mus. 8: 218	https://biodiversitylibrary.org/page/50414747										
8567	COLIIFORMES	Coliidae	Urocolius indicus indicus	(Latham)	1790	Index Orn. 1: 370	https://biodiversitylibrary.org/page/53510741										
8568	LEPTOSOMIFORMES	Leptosomidae	Leptosomus	Vieillot	1816												
8569	LEPTOSOMIFORMES	Leptosomidae	Leptosomus discolor	(Hermann)	1783	Tabula Affin. Anim.: 186	https://biodiversitylibrary.org/page/39000857										
8570	LEPTOSOMIFORMES	Leptosomidae	Leptosomus discolor gracilis	Milne-Edwards & Oustalet	1885	Compt. Rend. 101: 220	https://biodiversitylibrary.org/page/3694162										
8571	LEPTOSOMIFORMES	Leptosomidae	Leptosomus discolor intermedius	"Hartert, E & Neumann"	1924	Novit. Zool. 31: 116	https://biodiversitylibrary.org/page/33919266										
8572	LEPTOSOMIFORMES	Leptosomidae	Leptosomus discolor discolor	(Hermann)	1783	Tabula Affin. Anim.: 186	https://biodiversitylibrary.org/page/39000857										
8573	TROGONIFORMES	Trogonidae	Euptilotis	Gould	1858												
8574	TROGONIFORMES	Trogonidae	Euptilotis neoxenus	(Gould)	1838	"Monogr. Trogonidae pt 3 pl. 10, text"	https://biodiversitylibrary.org/page/52230234										
8575	TROGONIFORMES	Trogonidae	Pharomachrus	La Llave	1832												
8576	TROGONIFORMES	Trogonidae	Pharomachrus pavoninus	(Spix)	1824	Av. Sp. Nov. Brasil. 1: 47 pl. 35	https://biodiversitylibrary.org/page/41277642										
8577	TROGONIFORMES	Trogonidae	Pharomachrus auriceps	(Gould)	1842	Ann. Mag. Nat. Hist. (Ser. 1) 9: 238	https://biodiversitylibrary.org/page/2312677										
8578	TROGONIFORMES	Trogonidae	Pharomachrus auriceps auriceps	(Gould)	1842	Ann. Mag. Nat. Hist. (Ser. 1) 9: 238	https://biodiversitylibrary.org/page/2312677										
8579	TROGONIFORMES	Trogonidae	Pharomachrus auriceps hargitti	(Oustalet)	1891	Le Nat. (Ser. 2) 5: 261	https://biodiversitylibrary.org/page/5908290										
8580	TROGONIFORMES	Trogonidae	Pharomachrus fulgidus	(Gould)	1838	"Monogr. Trogonidae pt 3 pl. 9, text"	https://biodiversitylibrary.org/page/52230245										
8581	TROGONIFORMES	Trogonidae	Pharomachrus fulgidus festatus	Bangs	1899	Proc. Biol. Soc. Wash. 13: 92	https://biodiversitylibrary.org/page/2308034										
8582	TROGONIFORMES	Trogonidae	Pharomachrus fulgidus fulgidus	(Gould)	1838	"Monogr. Trogonidae pt 3 pl. 9, text"	https://biodiversitylibrary.org/page/52230245										
8583	TROGONIFORMES	Trogonidae	Pharomachrus mocinno	La Llave	1832	Registro Trimestre 1: 48	https://biodiversitylibrary.org/page/14631488										
8584	TROGONIFORMES	Trogonidae	Pharomachrus mocinno mocinno	La Llave	1832	Registro Trimestre 1: 48	https://biodiversitylibrary.org/page/14631488										
8585	TROGONIFORMES	Trogonidae	Pharomachrus mocinno costaricensis	Cabanis	1869	J. für Orn. (Ser. 2)  17: 312	https://biodiversitylibrary.org/page/32902064										
8586	TROGONIFORMES	Trogonidae	Pharomachrus antisianus	(d'Orbigny)	1837	"Mag. Zool. 7 cl. 2 pl. 85, text"	https://biodiversitylibrary.org/page/37087570										
8587	TROGONIFORMES	Trogonidae	Priotelus	"Gray, GR"	1840												
8588	TROGONIFORMES	Trogonidae	Priotelus temnurus	(Temminck)	1825	Pl. Col. livr. 55 pl. 326											
8589	TROGONIFORMES	Trogonidae	Priotelus temnurus temnurus	(Temminck)	1825	Pl. Col. livr. 55 pl. 326											
8590	TROGONIFORMES	Trogonidae	Priotelus temnurus vescus	Bangs & Zappey	1905	Am. Nat. 39: 204	https://biodiversitylibrary.org/page/42628443										
8591	TROGONIFORMES	Trogonidae	Priotelus roseigaster	(Vieillot)	1817	Nouv. Dict. d'Hist. Nat. 8: 314	https://biodiversitylibrary.org/page/18035439										
8592	TROGONIFORMES	Trogonidae	Trogon	Brisson	1760												
8593	TROGONIFORMES	Trogonidae	Trogon clathratus	Salvin	1866	Proc. Zool. Soc. London (1866): 75	https://biodiversitylibrary.org/page/28627515										
8594	TROGONIFORMES	Trogonidae	Trogon massena	Gould	1838	"Monogr. Trogonidae pt 3 pl. 16, text"	https://biodiversitylibrary.org/page/52230255										
8595	TROGONIFORMES	Trogonidae	Trogon massena massena	Gould	1838	"Monogr. Trogonidae pt 3 pl. 16, text"	https://biodiversitylibrary.org/page/52230255										
8596	TROGONIFORMES	Trogonidae	Trogon massena hoffmanni	(Cabanis & Heine)	1863	"Mus. Hein. 4 (1): 204, note"	https://biodiversitylibrary.org/page/49587667										
8597	TROGONIFORMES	Trogonidae	Trogon massena australis	(Chapman)	1915	Bull. Am. Mus. Nat. Hist. 34: 384	http://hdl.handle.net/2246/821										
8598	TROGONIFORMES	Trogonidae	Trogon comptus	"Zimmer, JT"	1948	Am. Mus. Novit. 1380: 42	http://hdl.handle.net/2246/4380										
8599	TROGONIFORMES	Trogonidae	Trogon mesurus	(Cabanis & Heine)	1863	Mus. Hein. 4 (1): 202	https://biodiversitylibrary.org/page/49587665										
8600	TROGONIFORMES	Trogonidae	Trogon melanurus	Swainson	1838	"Anim. Menag.: 329, text"	https://biodiversitylibrary.org/page/28995040										
8601	TROGONIFORMES	Trogonidae	Trogon melanurus macroura	Gould	1838	"Monogr. Trogonidae pt 3 pl. 17, text"	https://biodiversitylibrary.org/page/52230253										
8602	TROGONIFORMES	Trogonidae	Trogon melanurus eumorphus	"Zimmer, JT"	1948	Am. Mus. Novit. 1380: 38	http://hdl.handle.net/2246/4380										
8603	TROGONIFORMES	Trogonidae	Trogon melanurus melanurus	Swainson	1838	"Anim. Menag.: 329, text"	https://biodiversitylibrary.org/page/28995040										
8604	TROGONIFORMES	Trogonidae	Trogon melanocephalus	Gould	1836	"Monogr. Trogonidae pt 2 pl. 6, text"	https://biodiversitylibrary.org/page/52311493										
8605	TROGONIFORMES	Trogonidae	Trogon citreolus	Gould	1835	Proc. Zool. Soc. London pt 3: 30	https://biodiversitylibrary.org/page/30568539										
8606	TROGONIFORMES	Trogonidae	Trogon citreolus citreolus	Gould	1835	Proc. Zool. Soc. London pt 3: 30	https://biodiversitylibrary.org/page/30568539										
8607	TROGONIFORMES	Trogonidae	Trogon citreolus sumichrasti	Brodkorb	1942	Proc. Biol. Soc. Wash. 55: 183	https://biodiversitylibrary.org/page/34633546										
8608	TROGONIFORMES	Trogonidae	Trogon chionurus	"Sclater, PL & Salvin"	1871	Proc. Zool. Soc. London (1871): 843	https://biodiversitylibrary.org/page/28555747										
8609	TROGONIFORMES	Trogonidae	Trogon bairdii	Lawrence	1868	Ann. Lyc. Nat. Hist. N. Y. 9: 119	https://biodiversitylibrary.org/page/3370588										
8610	TROGONIFORMES	Trogonidae	Trogon viridis	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 167	https://biodiversitylibrary.org/page/42946363										
8611	TROGONIFORMES	Trogonidae	Trogon caligatus	Gould	1838	"Monogr. Trogonidae pt 3 pl. [1], text"	https://biodiversitylibrary.org/page/52230261										
8612	TROGONIFORMES	Trogonidae	Trogon caligatus sallaei	Bonaparte	1856												
8613	TROGONIFORMES	Trogonidae	Trogon caligatus concinnus	Lawrence	1862	Ann. Lyc. Nat. Hist. N. Y. 7: 463	https://biodiversitylibrary.org/page/16227932										
8614	TROGONIFORMES	Trogonidae	Trogon caligatus caligatus	Gould	1838	"Monogr. Trogonidae pt 3 pl. [1], text"	https://biodiversitylibrary.org/page/52230261										
8615	TROGONIFORMES	Trogonidae	Trogon ramonianus	Deville & Des Murs	1849	Rev. Mag. Zool. (Ser. 2) 1: 331	https://biodiversitylibrary.org/page/2343585										
8616	TROGONIFORMES	Trogonidae	Trogon ramonianus ramonianus	Deville & Des Murs	1849	Rev. Mag. Zool. (Ser. 2) 1: 331	https://biodiversitylibrary.org/page/2343585										
8617	TROGONIFORMES	Trogonidae	Trogon ramonianus crissalis	(Cabanis & Heine)	1863	Mus. Hein. 4 (1): 190	https://biodiversitylibrary.org/page/49587653										
8618	TROGONIFORMES	Trogonidae	Trogon violaceus	"Gmelin, JF"	1788	Syst. Nat. (ed. 12) 1: 404	https://biodiversitylibrary.org/page/2897004										
8619	TROGONIFORMES	Trogonidae	Trogon curucui	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 167	https://biodiversitylibrary.org/page/42946363										
8620	TROGONIFORMES	Trogonidae	Trogon curucui peruvianus	Swainson	1838	Anim. Menag.: 350	https://biodiversitylibrary.org/page/28995061										
8621	TROGONIFORMES	Trogonidae	Trogon curucui curucui	Linnaeus	1766	Syst. Nat. (ed. 12) 1: 167	https://biodiversitylibrary.org/page/42946363										
8622	TROGONIFORMES	Trogonidae	Trogon curucui behni	Gould	1875	"Monogr. Trogonidae. ed. 2 pt 4 pl. 6, text [=pl. 20 of vol. ]"	https://biodiversitylibrary.org/page/58229620										
8623	TROGONIFORMES	Trogonidae	Trogon surrucura	Vieillot	1817	Nouv. Dict. d'Hist. Nat. 8: 321	https://biodiversitylibrary.org/page/18035446										
8624	TROGONIFORMES	Trogonidae	Trogon surrucura aurantius	Spix	1824	Av. Sp. Nov. Brasil. 1: 47 pl. 36	https://biodiversitylibrary.org/page/41277642										
8625	TROGONIFORMES	Trogonidae	Trogon surrucura surrucura	Vieillot	1817	Nouv. Dict. d'Hist. Nat. 8: 321	https://biodiversitylibrary.org/page/18035446										
8626	TROGONIFORMES	Trogonidae	Trogon rufus	"Gmelin, JF"	1788	Syst. Nat. (ed. 12) 1: 404	https://biodiversitylibrary.org/page/2897004										
